KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,EDUCATION,JOB,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,Yes,z_No,z_Highly Rural/ Rural,Commercial,Private,Highly Urban/ Urban,No,No_right,TARGET_AMT,Yes_right,Yes_sec,TARGET_FLA
0,39.0,0,7.0,140469.0,351523.0,1,4,8,29170.0,1,2,0.0,0,0,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,53.0,0,12.0,38720.0,183228.0,1,8,29,10670.0,6,0,0.0,0,0,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,45.0,0,13.0,69852.0,214714.0,1,5,10,6000.0,11,5,0.0,0,0,8.0,1,0,0,0,1,False,False,False,False,False,False,0
1,36.0,1,9.0,3747.0,0.0,4,6,38,5100.0,10,3,0.0,0,3,10.0,1,0,1,1,0,False,False,False,False,False,False,0
0,49.0,0,0.0,0.0,0.0,4,6,64,2630.0,10,0,0.0,0,0,7.0,0,1,1,0,1,False,False,False,False,False,False,0
0,59.0,2,16.0,35192.0,165343.0,4,0,30,10920.0,7,5,0.0,0,0,3.0,1,0,1,0,1,False,False,False,False,False,False,0
0,40.0,3,0.0,0.0,92488.0,4,2,28,7120.0,7,3,0.0,0,3,6.0,0,1,1,0,1,False,False,False,False,False,False,0
0,53.0,0,13.0,189509.0,0.0,3,4,36,27680.0,1,5,0.0,0,3,17.0,0,1,0,0,1,False,False,False,False,False,False,0
0,40.0,0,9.0,25505.0,0.0,4,8,40,17330.0,1,5,0.0,0,1,10.0,0,1,0,1,0,False,False,False,False,False,False,0
1,40.0,2,15.0,30324.0,0.0,0,8,27,11590.0,1,5,0.0,0,5,6.0,0,1,0,0,1,False,False,False,False,False,False,0
0,39.0,1,11.0,61793.0,226016.0,2,5,26,28290.0,6,2,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,57.0,0,14.0,62894.0,242043.0,1,5,38,14870.0,7,0,3989.0,1,7,11.0,1,0,0,0,1,False,False,False,False,False,False,0
0,50.0,0,13.0,63799.0,0.0,0,8,43,16050.0,1,0,3754.0,1,3,1.0,0,1,0,0,1,False,False,False,False,False,False,0
1,40.0,3,9.0,130051.0,379840.0,1,8,23,23470.0,11,0,0.0,0,2,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,46.0,0,10.0,35678.0,153217.67142857143,1,6,73,12610.0,14,5,0.0,0,0,8.0,0,1,0,1,0,False,False,False,False,False,False,0
0,51.0,0,11.0,51605.0,0.0,0,8,41,15100.0,4,0,30605.0,1,5,7.0,0,1,0,0,1,False,False,False,False,False,False,0
0,35.0,3,11.0,88117.0,236440.0,1,8,55,17400.0,6,0,0.0,0,0,10.0,0,1,0,1,0,False,False,False,False,False,False,0
0,59.0,0,13.0,63969.0,187263.0,4,8,42,16210.0,4,2,4733.0,3,11,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,54.0,0,12.0,102295.0,299916.0,3,4,18,14320.0,4,0,0.0,0,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,35.0,2,0.0,0.0,75659.0,0,6,29,6140.0,10,3,10139.0,1,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,55.0,0,9.0,41159.0,190351.0,0,0,28,11120.0,6,2,0.0,0,0,6.0,1,0,1,1,0,False,False,False,False,False,False,0
0,54.0,0,15.0,48466.0,187224.0,1,8,41,29490.0,4,0,0.0,0,0,3.0,1,0,1,1,0,False,False,False,False,False,False,0
0,52.0,0,10.0,2680.0,0.0,3,2,53,11380.0,11,0,0.0,0,0,17.0,0,1,1,0,1,False,False,False,False,False,False,0
2,36.0,2,9.0,69434.0,230609.0,1,8,49,3860.0,4,0,3367.0,2,0,7.0,1,0,0,0,1,False,False,False,False,False,False,0
0,57.0,0,10.379091353199804,77686.0,240777.0,3,1,27,27020.0,6,0,0.0,0,3,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,45.0,0,6.0,75109.0,277896.0,2,3,26,15350.0,1,0,0.0,0,0,19.0,0,1,0,0,1,False,False,False,False,False,False,0
1,42.0,3,11.0,59800.0,0.0,4,0,37,11680.0,3,2,6914.0,3,5,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,29.0,1,0.0,0.0,0.0,4,2,42,10860.0,1,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,11.0,46812.0,166668.0,2,3,36,10880.0,10,2,0.0,0,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,11.0,97475.0,153217.67142857143,4,4,51,21440.0,4,3,8393.0,1,5,7.0,0,1,0,0,1,False,False,False,False,False,False,0
0,46.0,0,16.0,46018.0,153217.67142857143,1,5,13,16700.0,4,0,1003.0,1,0,12.0,1,0,0,0,1,False,False,False,False,False,False,0
0,30.0,0,0.0,0.0,0.0,4,6,25,4500.0,1,2,2409.0,3,3,9.0,0,1,0,1,0,False,False,False,False,False,False,0
0,43.0,2,10.0,27496.0,152043.0,0,0,47,35890.0,6,1,0.0,0,0,8.183399602385686,1,0,1,1,0,False,False,False,False,False,False,0
0,37.0,0,12.0,49548.0,0.0,4,0,29,7120.0,6,5,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,57.0,0,11.0,93401.0,0.0,1,4,12,28100.0,6,2,7314.0,2,5,13.0,0,1,0,1,0,False,False,False,False,False,False,0
0,51.0,0,12.0,82886.0,237613.0,3,2,26,21480.0,3,3,26426.0,2,3,17.0,1,0,1,0,1,False,False,False,False,False,False,0
3,40.0,3,12.0,47456.0,165012.0,4,8,36,25920.0,1,1,3402.0,1,0,5.0,1,0,0,1,0,False,False,False,False,False,False,0
0,32.0,2,12.0,39144.0,0.0,0,8,34,5410.0,4,5,23418.0,3,5,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,46.0,0,6.0,34508.0,183694.0,4,0,14,8430.0,1,5,25401.0,3,1,6.0,1,0,1,0,1,False,False,False,False,False,False,0
1,38.0,1,6.0,60324.26537698413,113408.0,0,0,52,7340.0,7,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,50.0,0,12.0,73671.0,153217.67142857143,2,3,6,22420.0,1,0,0.0,0,0,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,11.0,89659.0,0.0,1,5,31,1500.0,4,0,5064.0,2,1,13.0,0,1,0,0,1,False,False,False,False,False,False,0
0,51.0,0,7.0,141546.0,351285.0,3,4,18,29330.0,4,1,1184.0,2,4,8.183399602385686,0,1,0,1,0,False,False,False,False,False,False,0
0,46.0,0,14.0,34705.0,173076.0,4,8,50,9570.0,7,2,0.0,0,0,7.0,1,0,0,1,0,False,False,False,False,False,False,0
0,38.0,0,0.0,0.0,0.0,0,6,40,1630.0,4,3,9228.0,2,7,6.0,0,1,0,0,1,False,False,False,False,False,False,0
0,36.0,2,12.0,69546.0,186300.0,4,8,33,12050.0,1,3,5106.0,2,1,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,41.0,1,10.0,137815.0,0.0,1,4,33,16160.0,9,0,0.0,0,1,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,43.0,0,9.0,43505.0,107149.0,1,0,37,10780.0,4,5,3904.0,1,5,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,41.0,3,12.0,48762.0,176946.0,4,0,26,28090.0,1,0,3996.0,2,4,12.0,1,0,0,0,1,False,False,False,False,False,False,0
2,45.0,2,10.0,71119.0,0.0,1,0,43,15600.0,1,0,3534.0,3,5,4.0,0,1,0,0,1,False,False,False,False,False,False,0
1,39.0,2,10.379091353199804,40608.0,176832.0,4,0,20,9130.0,9,5,0.0,0,3,6.0,0,1,0,0,1,False,False,False,False,False,False,0
0,43.0,0,11.0,50260.0,178766.0,4,5,36,20490.0,6,0,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,36.0,0,9.0,32645.0,190491.0,3,1,51,8360.0,4,0,7466.0,3,0,14.0,1,0,0,0,1,False,False,False,False,False,False,0
2,39.0,2,10.379091353199804,64990.0,197575.0,4,5,5,17510.0,10,2,0.0,0,0,7.0,1,0,0,1,0,False,False,False,False,False,False,0
0,45.0,0,13.0,107012.0,322746.0,2,4,43,28300.0,4,1,0.0,0,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,46.0,0,7.0,76216.0,0.0,2,2,56,13720.0,4,5,0.0,0,3,19.0,0,1,0,0,1,False,False,False,False,False,False,0
1,51.0,1,8.0,60324.26537698413,253662.0,4,8,5,12430.0,1,0,9000.0,1,0,11.0,1,0,0,1,0,False,False,False,False,False,False,0
0,55.0,0,12.0,51512.0,0.0,1,0,29,9160.0,6,2,0.0,0,0,4.0,0,1,1,1,0,False,False,False,False,False,False,0
0,51.0,0,14.0,37098.0,153217.67142857143,2,7,24,10310.0,7,2,9736.0,3,2,19.0,0,1,0,1,0,False,False,False,False,False,False,0
1,38.0,1,9.0,100796.0,0.0,1,5,26,16860.0,6,0,3011.0,4,0,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,43.0,1,12.0,71402.0,210868.0,2,7,21,27250.0,1,1,9712.0,3,1,15.0,1,0,0,1,0,False,False,False,False,False,False,0
0,50.0,0,0.0,0.0,153217.67142857143,4,2,8,6500.0,7,5,0.0,0,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,29.0,3,13.0,24365.0,0.0,4,6,9,6840.0,7,5,36744.0,1,2,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,40.0,2,11.0,60324.26537698413,0.0,1,5,5,16080.0,3,0,0.0,0,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
2,43.0,3,12.0,53073.0,213525.0,2,3,39,23100.0,10,2,5328.0,4,5,13.0,0,1,0,0,1,False,False,False,False,False,False,0
0,52.0,0,0.0,0.0,148315.0,0,6,62,7070.0,4,2,0.0,0,2,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,51.0,0,8.0,46993.0,175488.0,1,8,40,11300.0,1,0,4219.0,4,3,6.0,1,0,0,1,0,False,False,False,False,False,False,0
0,48.0,0,9.0,16468.0,127759.0,0,0,19,16540.0,1,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
1,43.0,2,12.0,83803.0,285833.0,4,8,31,19050.0,7,5,1670.0,2,2,8.183399602385686,0,1,1,1,0,False,False,False,False,False,False,0
1,44.0,2,10.379091353199804,63215.0,202136.0,1,5,9,12930.0,6,5,7746.0,1,5,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,12.0,128026.0,350087.0,3,4,27,21170.0,6,2,0.0,0,0,8.183399602385686,1,0,0,1,0,False,False,False,False,False,False,0
0,34.0,1,10.0,74356.0,233461.0,1,4,41,1500.0,13,5,5926.0,2,8,13.0,1,0,0,0,1,False,False,False,False,False,False,0
1,37.0,3,6.0,29251.0,153217.67142857143,0,0,37,22300.0,12,0,0.0,0,0,5.0,0,1,0,0,1,False,False,False,False,False,False,0
0,28.0,2,10.379091353199804,11550.0,104450.0,0,0,23,6180.0,1,0,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,45.0,0,11.0,124745.0,0.0,2,3,45,27150.0,6,2,0.0,0,2,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,51.0,0,11.0,71939.0,0.0,1,4,14,13790.0,1,0,0.0,0,2,8.0,0,1,0,0,1,False,False,False,False,False,False,0
0,37.0,2,11.0,36073.0,153217.67142857143,0,0,32,22690.0,6,1,8193.0,4,5,6.0,1,0,0,1,0,False,False,False,False,False,False,0
2,44.0,2,13.0,142551.0,391566.0,2,3,16,5900.0,11,3,39019.0,1,8,18.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,7.0,69496.0,0.0,4,5,43,24310.0,10,1,0.0,0,0,8.183399602385686,0,1,0,1,0,False,False,False,False,False,False,0
0,49.0,0,10.0,41068.0,0.0,4,8,28,21130.0,6,4,7463.0,2,0,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,45.0,1,9.0,51221.0,166715.0,0,0,51,16550.0,1,0,0.0,0,1,6.0,1,0,0,0,1,False,False,False,False,False,False,0
0,44.0,0,0.0,0.0,0.0,3,2,26,22490.0,11,0,0.0,0,1,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,49.0,0,13.0,96057.0,245655.0,1,5,76,27660.0,6,1,0.0,0,2,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,35.0,0,5.0,37684.0,155474.0,2,5,29,11040.0,1,0,9788.0,2,3,9.0,0,1,0,0,1,False,False,False,False,False,False,0
0,41.0,0,11.0,56281.0,179309.0,1,4,54,11230.0,1,0,5916.0,1,1,13.0,0,1,0,0,1,False,False,False,False,False,False,0
0,56.0,1,10.379091353199804,50384.0,191197.0,1,4,38,14990.0,1,0,0.0,0,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,51.0,0,10.379091353199804,57910.0,229038.0,2,3,13,13610.0,10,0,0.0,0,2,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,1,12.0,141776.0,352314.0,3,7,62,22220.0,4,4,0.0,0,0,11.0,1,0,1,1,0,False,False,False,False,False,False,0
0,38.0,4,19.0,30735.0,136298.0,0,0,15,21430.0,10,0,0.0,0,0,4.0,1,0,1,0,1,False,False,False,False,False,False,0
0,51.0,0,10.379091353199804,104346.0,319207.0,4,8,33,24860.0,17,0,2131.0,1,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,62.0,0,11.0,34580.0,195895.0,2,3,12,20880.0,1,0,6200.0,1,3,12.0,1,0,1,0,1,False,False,False,False,False,False,0
0,47.0,0,8.0,130087.0,0.0,2,3,28,11980.0,1,5,0.0,0,0,22.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,9.0,59233.0,167038.0,1,8,14,21420.0,1,0,0.0,0,1,8.0,0,1,0,1,0,False,False,False,False,False,False,0
0,53.0,0,11.0,91924.0,249756.0,4,8,5,19330.0,13,4,20463.0,1,3,8.0,1,0,0,1,0,False,False,False,False,False,False,0
0,47.0,0,12.0,60936.0,254729.0,1,5,24,14220.0,10,0,0.0,0,0,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,53.0,0,8.0,132536.0,368061.0,1,5,43,20050.0,1,4,0.0,0,0,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,55.0,0,12.0,41341.0,0.0,2,3,24,10690.0,7,0,0.0,0,0,9.0,0,1,0,0,1,False,False,False,False,False,False,0
0,41.0,0,7.0,37771.0,169247.0,1,2,44,9380.0,4,5,0.0,0,0,11.0,1,0,1,0,1,False,False,False,False,False,False,0
0,56.0,0,13.0,112246.0,0.0,3,3,10,17180.0,7,4,0.0,0,2,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,38.0,0,7.0,94513.0,256582.0,1,4,20,19120.0,10,5,0.0,0,0,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,56.0,0,12.0,146309.0,426818.0,2,3,11,34460.0,6,2,0.0,0,3,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,0,0.0,0.0,0.0,4,2,40,12860.0,4,5,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,54.0,0,12.0,40818.0,0.0,2,3,34,10980.0,1,5,5050.0,2,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,31.0,1,8.0,30348.0,128843.0,1,0,47,4600.0,10,0,2118.0,1,4,9.0,0,1,0,0,1,False,False,False,False,False,False,0
0,61.0,0,14.0,203920.0,488199.0,4,8,42,27990.0,1,0,0.0,0,0,9.0,1,0,1,1,0,False,False,False,False,False,False,0
0,52.0,0,14.0,7356.0,0.0,4,6,20,3030.0,1,0,6796.0,2,0,7.0,1,0,0,0,1,False,False,False,False,False,False,0
0,39.0,0,10.0,111619.0,153217.67142857143,2,3,24,28390.0,4,0,0.0,0,0,16.0,0,1,0,0,1,False,False,False,False,False,False,0
0,63.0,0,15.0,42209.0,0.0,4,8,22,16250.0,1,5,6379.0,3,8,9.0,0,1,0,1,0,False,False,False,False,False,False,0
0,53.0,0,12.0,72537.0,0.0,1,8,23,18880.0,1,4,0.0,0,3,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,41.0,0,0.0,0.0,0.0,4,2,49,5700.0,7,5,50807.0,3,0,7.0,1,0,1,0,1,False,False,False,False,False,False,0
0,39.0,2,12.0,36143.0,0.0,4,0,44,5400.0,1,2,0.0,0,0,10.0,0,1,1,0,1,False,False,False,False,False,False,0
3,45.0,3,14.0,54391.0,219806.0,1,0,22,22720.0,1,1,0.0,0,0,9.0,1,0,1,1,0,False,False,False,False,False,False,0
0,54.0,0,11.0,141318.0,411675.0,2,3,38,15630.0,15,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,35.0,0,12.0,58310.0,0.0,4,8,33,8470.0,1,2,0.0,0,2,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,53.0,0,9.0,30012.0,0.0,2,4,17,15990.0,17,0,0.0,0,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,10.379091353199804,25620.0,141115.0,4,0,64,8760.0,1,2,0.0,0,0,10.0,1,0,1,1,0,False,False,False,False,False,False,0
0,40.0,0,14.0,25645.0,120237.0,4,0,50,15490.0,1,5,5375.0,2,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,54.0,0,10.379091353199804,0.0,0.0,4,6,29,17160.0,1,5,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
1,43.0,2,13.0,82356.0,244354.0,0,8,33,21600.0,1,4,0.0,0,0,3.0,1,0,0,1,0,False,False,False,False,False,False,0
0,44.0,2,15.0,14041.0,122698.0,4,0,30,11100.0,4,2,1297.0,2,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,30.0,2,12.0,103185.0,299281.0,2,7,9,11140.0,7,5,0.0,0,0,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,50.0,0,0.0,0.0,88189.0,1,2,44,1500.0,11,3,26452.0,2,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,37.0,2,12.0,35738.0,138610.0,4,0,46,12900.0,1,5,0.0,0,1,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,52.0,0,11.0,63807.0,199353.0,2,3,50,2250.0,9,0,9155.0,4,0,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
2,60.0,2,9.0,8287.0,160005.0,1,2,63,10800.0,1,0,937.0,4,0,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,44.0,0,10.0,61597.0,207095.0,1,4,25,19310.0,6,4,2576.0,1,0,4.0,1,0,0,1,0,False,False,False,False,False,False,0
2,42.0,2,8.0,57379.0,0.0,4,8,37,20040.0,1,3,0.0,0,2,1.0,0,1,0,1,0,False,False,False,False,False,False,0
1,38.0,2,12.0,35653.0,135668.0,0,8,34,8870.0,1,2,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,38.0,1,7.0,46138.0,196543.0,1,5,30,14870.0,10,3,14954.0,3,2,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,34.0,1,9.0,37364.0,173675.0,2,3,49,8640.0,8,5,43725.0,3,1,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,54.0,0,0.0,0.0,81350.0,4,2,33,13570.0,7,0,0.0,0,0,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,13.0,60324.26537698413,0.0,4,6,18,6880.0,6,0,0.0,0,0,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,50.0,0,10.379091353199804,70135.0,0.0,2,4,5,8510.0,1,2,0.0,0,3,13.0,0,1,0,1,0,False,False,False,False,False,False,0
0,45.0,1,13.0,65940.0,231593.0,1,5,43,14510.0,6,0,0.0,0,0,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,9.0,108776.0,278542.0,1,4,47,9150.0,1,5,0.0,0,1,2.0,1,0,0,0,1,False,False,False,False,False,False,0
0,45.0,0,10.0,60245.0,191309.0,1,2,48,26500.0,13,0,0.0,0,0,9.0,1,0,1,0,1,False,False,False,False,False,False,0
0,44.0,0,10.0,34358.0,0.0,4,8,36,13930.0,6,3,0.0,0,1,8.0,0,1,1,1,0,False,False,False,False,False,False,0
0,60.0,0,14.0,105173.0,310049.0,3,1,34,22300.0,4,3,4634.0,2,0,13.0,1,0,0,0,1,False,False,False,False,False,False,0
2,45.0,3,7.0,60324.26537698413,181752.0,1,6,38,10810.0,13,3,0.0,0,1,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,58.0,0,10.0,90672.0,0.0,2,4,43,7300.0,1,2,9090.0,2,0,12.0,0,1,0,0,1,False,False,False,False,False,False,0
0,59.0,2,14.0,15210.0,147599.0,4,6,50,11650.0,1,5,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,53.0,0,0.0,0.0,0.0,4,6,31,12530.0,6,0,2796.0,2,7,4.0,1,0,0,1,0,False,False,False,False,False,False,0
0,41.0,0,11.0,71537.0,182239.0,1,5,22,25530.0,13,4,0.0,0,0,7.0,0,1,0,0,1,False,False,False,False,False,False,0
2,58.0,3,18.0,9750.0,0.0,0,6,50,2480.0,1,0,3741.0,2,3,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,13.0,106915.0,306616.0,4,4,24,34580.0,13,1,0.0,0,0,12.0,1,0,0,1,0,False,False,False,False,False,False,0
0,56.0,0,8.0,59675.0,240945.0,1,5,39,28790.0,1,0,0.0,0,0,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,53.0,0,0.0,0.0,64888.0,2,3,24,33290.0,6,0,0.0,0,3,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,30.0,1,15.0,59388.0,183997.0,1,8,56,21820.0,4,3,0.0,0,1,7.0,1,0,1,1,0,False,False,False,False,False,False,0
0,26.0,3,0.0,0.0,0.0,4,6,41,4100.0,1,0,0.0,0,3,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,34.0,5,15.0,16167.0,0.0,0,0,66,6520.0,1,3,0.0,0,1,1.0,0,1,1,0,1,False,False,False,False,False,False,0
2,38.0,2,12.0,59395.0,209595.0,2,3,64,11240.0,1,5,0.0,0,0,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,32.0,0,7.0,85402.0,0.0,1,4,32,11180.0,7,5,5924.0,1,1,11.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,11.0,38462.0,189718.0,4,0,37,25900.0,10,0,0.0,0,0,8.0,1,0,1,0,1,False,False,False,False,False,False,0
0,45.0,3,17.0,61094.0,175634.0,1,8,45,6000.0,6,5,5528.0,1,0,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,35.0,0,11.0,2540.0,107045.0,4,2,35,5220.0,6,3,7714.0,2,5,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,3,9.0,60324.26537698413,185796.0,4,8,45,9120.0,10,2,0.0,0,1,7.0,1,0,0,1,0,False,False,False,False,False,False,0
1,43.0,2,11.0,76159.0,153217.67142857143,1,5,52,20270.0,3,2,3255.0,2,1,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,34.0,4,12.0,24897.0,166510.0,4,0,26,7390.0,17,2,23866.0,2,2,7.0,1,0,0,1,0,False,False,False,False,False,False,0
2,40.0,2,13.0,65759.0,236449.0,4,5,53,12080.0,6,0,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,2,0.0,0.0,0.0,4,2,32,5430.0,6,5,0.0,0,3,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,1,4.0,25037.0,0.0,4,0,31,14280.0,1,5,0.0,0,0,8.0,0,1,0,0,1,False,False,False,False,False,False,0
0,36.0,0,11.0,39786.0,0.0,4,4,5,15960.0,4,0,19115.0,2,3,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,34.0,1,11.0,62708.0,233154.0,1,5,48,18000.0,16,2,51345.0,3,1,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,8.0,102861.0,0.0,2,3,43,19220.0,1,0,0.0,0,2,17.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,0,8.0,53420.0,190092.0,1,5,65,24910.0,1,1,0.0,0,2,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,45.0,2,15.0,31497.0,197502.0,0,8,5,17120.0,6,3,6680.0,1,8,3.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,1,10.0,83664.0,217763.0,1,8,54,21100.0,4,4,5495.0,3,7,8.0,1,0,0,1,0,False,False,False,False,False,False,0
1,38.0,2,14.0,22319.0,153217.67142857143,0,8,47,7530.0,3,3,0.0,0,0,4.0,1,0,1,0,1,False,False,False,False,False,False,0
0,59.0,0,13.0,210115.0,512934.0,3,4,30,28560.0,4,1,785.0,2,2,14.0,0,1,0,1,0,False,False,False,False,False,False,0
0,50.0,0,13.0,79941.0,215831.0,2,7,12,30350.0,8,1,0.0,0,1,8.0,1,0,0,1,0,False,False,False,False,False,False,0
1,41.0,1,5.0,34304.0,97504.0,4,0,57,9030.0,6,2,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,46.0,0,12.0,33635.0,191957.0,4,8,55,26790.0,7,0,3960.0,2,3,8.0,1,0,0,1,0,False,False,False,False,False,False,0
0,49.0,0,8.0,29844.0,179613.0,4,0,47,19080.0,4,0,0.0,0,0,8.0,1,0,1,0,1,False,False,False,False,False,False,0
0,34.0,2,15.0,133937.0,343257.0,1,5,26,18290.0,1,4,0.0,0,0,8.0,0,1,1,0,1,False,False,False,False,False,False,0
0,29.0,4,0.0,0.0,0.0,1,6,38,20570.0,4,2,0.0,0,2,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,43.0,0,7.0,58112.0,0.0,1,0,34,15050.0,3,0,0.0,0,2,11.0,0,1,1,0,1,False,False,False,False,False,False,0
3,42.0,3,15.0,96752.0,274947.0,2,4,22,13860.0,10,0,0.0,0,0,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,35.0,2,15.0,34385.0,153217.67142857143,4,6,34,5000.0,19,2,7788.0,3,4,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,36.0,0,12.0,101077.0,153217.67142857143,2,7,42,22850.0,4,1,0.0,0,3,16.0,1,0,0,1,0,False,False,False,False,False,False,0
0,57.0,4,19.0,39953.0,166747.0,4,8,43,22780.0,1,2,7119.0,1,8,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,53.0,0,14.0,33303.0,161352.0,4,4,48,29770.0,6,5,0.0,0,2,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,38.0,0,11.0,181453.0,460598.0,2,3,63,23450.0,4,0,19336.0,2,3,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,9.0,40764.0,158061.0,3,4,16,11400.0,1,3,0.0,0,1,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,28.0,3,11.0,60324.26537698413,216473.0,2,7,59,12180.0,10,5,7820.0,3,3,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,64.0,0,10.0,96238.0,290724.0,2,3,40,13130.0,1,5,0.0,0,2,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,17.0,0,6.0,40015.0,152243.0,4,8,50,23400.0,7,1,2047.0,2,7,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,46.0,0,10.379091353199804,57136.0,192619.0,4,5,55,11810.0,8,2,8446.0,1,7,8.0,1,0,0,1,0,False,False,False,False,False,False,0
